Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_09_06 08:10:39.330;2309;I;2;1;4216;66;;fe14d014321402000100a300330000001d0000000000000001000100010001200000d41e106200006e00176365040a0a70732008150e6f001763f86100001e00f81e
22_09_06 08:11:09.361;2309;I;2;1;4216;66;;e614e8140a1402000100a500350000001e0000000000000002000100010001200000d01e2f6200008d00176365040a0a6d792008150e8d001763166200001f00f81e
22_09_06 08:11:39.468;2309;I;2;1;4216;66;;3d148c146815010001008f00320000001e0000000000010002000100010001200000d41e4d620000ab00176365040b0a77772008150eab001763346200001f00f81e
22_09_06 08:12:09.425;2309;I;2;1;4216;66;;3a153214b61302000100a800350000001e0000000000010002000100010001200000d41e6b620000c900176365040b0a5c792008150ec9001763526200001e00f81e
22_09_06 08:12:39.454;2309;I;2;1;4216;66;;b6142714e214020001009700360000001e0000000000010002000100020001200000d41e89620000e700176365040b0a747e2008150ee7001763706200001e00f81e
22_09_06 08:13:09.484;2309;I;2;1;4216;66;;be148a149e1402000100ad003d0000001d0000000000010002000200020001200000d41ea76200000501176365040b0b7b882007150e050117638e6200001f00f81e
22_09_06 08:13:39.520;2309;I;2;1;4216;66;;f814e2141c1302000100af00350000001e0000000000010002000200020001200000d41ec56200002301176365040c0b66802008150e23011763ac6200001f00f81e
22_09_06 08:14:09.556;2309;I;2;1;4216;66;;eb13a0143e15020001009200320000001d0000000000010003000200020001200000d01ee36200004101176365040c0b7e7f2008150e41011763ca6200001e00f81e
22_09_06 08:14:39.576;2309;I;2;1;4216;66;;2d156f14c1140100010073001e0000001f0000000000020003000200020001200000d41e016300005f01176365040c0b60832007150e5f011763e86200001f00f81e
22_09_06 08:15:09.619;2309;I;2;1;4216;66;;0e15ad13d414020001009500320000001e0000000000020003000200020001200000d41e1f6300007d01176365040c0b59802007150e7d011763066300001f00f81e
22_09_06 08:15:39.651;2309;I;2;1;4216;66;;72144514e414020002009400320000001e0000000000020003000200020001200000d41e3d6300009b01176365040c0c58822007150e9b011763246300001f00f81e
