Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_09_04 21:45:21.701;36;I;2;1;4216;66;;78157214d4080300b8000f00390000001e0000000000f9fff9fff9fff9ff01200000cc1ecc390100671c156363040100667f200a0f0e671c15637a3901001e00f41e
22_09_04 21:46:21.755;36;I;2;1;4216;66;;4e14b6146415030002009500350000001e0000000000f9fff9fff9fff9ff01200000cc1e083a0100a31c156363040101757d200a0f0ea31c1563b63901001e00f41e
22_09_04 21:46:51.793;36;I;2;1;4216;66;;d714530ff5048e005000b3046c0000001c0000000000f9fff9fff9fff9ff01200000c01e263a0100c11c156363040101757c20090f0ec11c1563d43901001e00f41e
22_09_04 21:47:21.816;36;I;2;1;4216;66;;3e05e304e504ea04a304a304daff00001e0000000000f9fff9fff9fff9ff01200000b81e443a0100df1c156363040201757c200a0f0edf1c1563f23901001e00dc1e
22_09_04 21:47:51.848;36;I;2;1;4216;66;;81018e02510510010702b004e9ff0000200000000000f9fff9fff9fff9ff01200000b81e623a0100fd1c156363040201627d20090f0efd1c1563103a01001f00dc1e
22_09_04 21:48:21.879;36;I;2;1;4216;66;;1101ff007900ac009f003000eaff00001e0000000000f9fffafff9fff9ff01200000b81e803a01001b1d156363040101658120090f0e1b1d15632e3a01001e00d81e
22_09_04 21:48:51.910;36;I;2;1;4216;66;;2c0025008f00090009004100ecff00001e0000000000f9fffafff9fff9ff01200000b81e9e3a0100391d1563630401016778200a0f0e391d15634c3a01001e00d81e
22_09_04 21:49:21.938;36;I;2;1;4216;66;;07000b003e00000003000d00eaff00001c0000000000f9fffafff9fffaff01200000b81ebc3a0100571d156363040100677f20090f0e571d15636a3a01001e00d81e
22_09_04 21:49:51.970;36;I;2;1;4216;66;;070005001000010002000100eaff00001d0000000000f9fffafff9fffaff01200000b81eda3a0100751d156363040100557d200a0f0e751d1563883a01001f00d41e
22_09_04 21:50:22.003;36;I;2;1;4216;66;;050005000b00000002000000ecff00001e0000000000f9fffafff9fffaff01200000b41ef83a0100931d1563630401006f7d200a0f0e931d1563a63a01001e00d41e
22_09_04 21:51:22.065;36;I;2;1;4216;66;;050007000700000003000000eaff00001e0000000000f9fffafff9fffaff01200000b81e343b0100cf1d1563630401005c7d200a0f0ecf1d1563e23a01001e00d41e
22_09_04 21:51:52.095;36;I;2;1;4216;66;;070005000700010002000000e7ff00001f0000000000f9fffafff9fffaff01200000b41e523b0100ed1d1563630400007a7e200a0f0eed1d1563003b01001e00d41e
22_09_04 21:52:22.128;36;I;2;1;4216;66;;070005000700010002000000eaff00001e0000000000f9fffafff9fffaff01200000b41e703b01000b1e1563630400006d7b200a0f0e0b1e15631e3b01001e00d41e
