Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_17 04:34:59.680;1;I;2;1;4216;66;;2414d015b814030002001f00f7ff00001e0000000000f9fff9fff9fff8ff01200000c81eec0d0100ed6ffc6251040301ff792008d80eee6ffc62a60d01001f00f41e
22_08_17 04:35:29.736;2;I;2;1;4216;66;;fe149415d41403000200b700430000001f0000000000f9fff9fff9fff9ff01200000cc1e0a0e01000b70fc6251040302ff7d2007d80e0c70fc62c40d01001d00f41e
22_08_17 04:36:59.835;3;I;2;1;4216;66;;4314c515e51102000400df00470000001e0000000000f9fff9fff9fff9ff01200000cc1e640e01006570fc6251040402ff7d2007d80e6670fc621e0e01001f00f41e
22_08_17 04:37:29.833;4;I;2;1;4216;66;;9514be150a1403000100c100460000001e0000000000f9fff9fff9fff9ff01200000cc1e820e01008370fc6251040403ff7b2007d80e8470fc623c0e01001e00f81e
