Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_09 17:26:47.245;33;I;2;1;4216;66;RXERR;dd1445156d15020001000000e9ff00001e0000000000fdfffdfffdfffdff00200000d01e6b8a0000e957d6624c0c0504ff71200cca0eea57d662488a00001f00f41e
22_08_09 17:26:53.636;33;I;2;1;4216;66;RXERR;6215db144e1502000200a400400000001b0000000000fdfffdfffdfffdff00200000cc1ea78a00002558d6624c0c0604ff66200cca0e2658d662848a00001e00f41e
22_08_09 17:27:01.065;33;I;2;1;4216;66;RXERR;d414be155b1402000200b2003d0000001e0000000000fdfffdfffdfffdff00200000d01ec58a00004358d6624c0c0605ff78200cca0e4458d662a28a00001e00f41e
22_08_09 17:27:09.736;33;I;2;1;4216;66;RXERR;f8141915dd1402000100ae003f0000001c0000000000fdfffdfffdfffdff00200000d01ee38a00006158d6624c0c0605ff7e200cca0e6258d662c08a00001e00f41e
22_08_09 17:27:19.018;33;I;2;1;4216;66;RXERR;921490156f1403000100b1003c0000001e0000000000fdfffefffefffdff00200000d01e018b00007f58d6624c0c0705ff81200cca0e8058d662de8a00001e00f41e
22_08_09 17:27:41.016;33;I;2;1;4216;66;RXERR;53146215161203003f009500400000001e0000000000fefffefffefffeff00200000cc1e3d8b0000bb58d6624c0c0706ff81200cca0ebc58d6621a8b00001e00f41e
22_08_09 17:27:49.176;33;I;2;1;4216;66;RXERR;fe14db147a1102002900bb00420000001e0000000000fefffefffefffeff00200000d01e5b8b0000d958d6624c0c0706ff81200cca0eda58d662388b00001e00f41e
22_08_09 17:27:56.806;33;I;2;1;4216;66;RXERR;f813de1418050200cc008904540000001b0000000000fefffefffefffeff00200000cc1e798b0000f758d6624c0c0706ff7b200bca0ef858d662568b00001e00f41e
