Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_10 07:16:33.081;515;O;1;2;4215;0;ERR;
22_08_10 07:16:36.056;518;I;2;1;4216;66;;6815f614681502000200ac00420000001e0000000000fdfffdfffdfffdff00200000d01ef45401004a5bf3624c0c100a696b2004ca0e4b5bf362955401001e00f81e
22_08_10 07:16:36.076;519;I;2;1;4216;66;;6a1538152d1502000200de0046000000340000000000fdfffdfffdfffdff00200000d01ef95401004f5bf3624c0c110a6b6f2003ca0e505bf3629a5401001e00f81e
22_08_10 07:16:39.403;485;O;1;4;  2A;0;ERR;
22_08_10 07:16:45.856;517;O;1;2;4215;0;ERR;
22_08_10 07:16:51.000;523;O;1;2;4215;0;ERR;
22_08_10 07:16:56.203;525;O;1;2;4215;0;ERR;
22_08_10 07:17:01.056;527;O;1;2;4215;0;ERR;
22_08_10 07:17:09.719;529;O;1;2;4215;0;ERR;
22_08_10 07:17:13.322;531;O;1;2;4215;0;ERR;
22_08_10 07:17:27.313;533;O;1;2;4215;0;ERR;
