Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_13 04:31:36.843;16;I;2;1;4216;66;;36154015e91403000200b800440000001c0000000000f8fff8fff8fff8ff31200000c81ed23501002429f7624d140302ff792007cf0e2429f762603501001e00f41e
