Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_12 16:14:21.871;10;I;2;1;4216;66;;0d0012000b000100040000001cff00001e00000000000c00070007000c003c200000941efc880000587cf6624d140b0aff742005cf0e597cf662c28800001f00a01e
22_08_12 16:14:51.899;11;I;2;1;4216;66;;0f001d0010000200060000001cff00001e00000000000c00070007000c003c200000941e1a890000767cf6624d140b0aff7e2005cf0e777cf662e08800001f009c1e
22_08_12 16:15:21.939;12;I;2;1;4216;66;;070030000b0000000c0000001cff00001c00000000000c00070007000d003c200000941e38890000947cf6624d140b09ff632005cf0e957cf662fe8800001e009c1e
