Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_10 20:04:58.753;692;O;1;19; A40;0;ERR;
22_08_10 20:04:59.705;695;I;1;19; A40;0;;
22_08_10 20:05:03.170;695;O;1;19; A40;0;ERR;
22_08_10 20:05:04.150;698;I;1;19; A40;0;;
22_08_10 20:05:06.119;699;I;9;1; B13;6;;19710047fe03
22_08_10 20:05:06.131;700;I;9;1; B14;6;;54eaed46fe03
22_08_10 20:05:06.131;701;I;9;1; B15;6;;9db9b1450303
22_08_10 20:05:07.466;698;O;1;19; A40;0;ERR;
22_08_10 20:05:09.739;703;O;1;19; A40;0;ERR;
22_08_10 20:05:12.694;706;I;9;1; B13;6;;f7272647fd44
22_08_10 20:05:12.706;707;I;9;1; B14;6;;beb69246fd44
22_08_10 20:05:12.706;708;I;9;1; B15;6;;e14b85c60344
22_08_10 20:05:13.772;705;O;1;19; A40;0;ERR;
22_08_10 20:05:16.625;711;I;9;1; B13;6;;22a42047fd6c
22_08_10 20:05:16.748;712;I;9;1; B14;6;;5b6cfa45fd6c
22_08_10 20:05:16.748;713;I;9;1; B15;6;;36a6d2c6036c
22_08_10 20:05:19.880;680;O;1;19;  9E;1;ERR;04
22_08_10 20:05:22.824;716;I;19;1; 118;2;;9e00
22_08_10 20:05:22.836;717;I;9;1; B13;6;;42b4b9460101
22_08_10 20:05:22.836;718;I;9;1; B14;6;;775a86c40101
22_08_10 20:05:22.836;719;I;9;1; B15;6;;30540dc70101
22_08_10 20:05:24.519;710;O;1;19; A40;0;ERR;
22_08_10 20:05:27.451;722;I;9;1; B13;6;;3def41460101
22_08_10 20:05:27.464;723;I;9;1; B14;6;;61e41ac50101
22_08_10 20:05:27.464;724;I;9;1; B15;6;;fce81ec70101
22_08_10 20:05:28.619;721;O;1;19; A40;0;ERR;
22_08_10 20:05:31.637;727;I;9;1; B13;6;;35c129450101
22_08_10 20:05:31.649;728;I;9;1; B14;6;;31d6c1440101
22_08_10 20:05:31.649;729;I;9;1; B15;6;;a54121c70101
22_08_10 20:05:33.585;0;O;1;19; A41;0;ERR;
22_08_10 20:05:36.492;732;I;19;1;  90;9;;5f00000000000000b0
22_08_10 20:05:36.505;733;I;19;1;  80;5;;1000000002
22_08_10 20:05:36.505;734;I;19;1;  81;5;;0000000002
22_08_10 20:05:36.506;735;I;19;1;  82;5;;0000000002
22_08_10 20:05:36.506;736;I;19;1;  83;5;;0000000002
22_08_10 20:05:36.506;737;I;19;1;  84;5;;0000000002
22_08_10 20:05:36.506;738;I;19;1;  85;5;;0000000002
22_08_10 20:05:36.506;739;I;6;1;   F;5;;0000000002
22_08_10 20:05:36.506;740;I;6;1;  10;5;;0000000002
22_08_10 20:05:36.506;741;I;6;1;  11;5;;0000000002
22_08_10 20:05:38.021;731;O;1;19; A41;0;ERR;
22_08_10 20:05:38.363;744;I;2;1;4216;66;;ac04ce018b0470045501450465fc0a00bb02000000000000ffff000000003c300400101e3b0902008d0ff4624c0c130c667f2004ca0e8e0ff462aa0802002a00941e
22_08_10 20:05:40.947;745;I;19;1;  90;9;;6400000000000000b0
22_08_10 20:05:40.947;746;I;19;1;  80;5;;1300000002
22_08_10 20:05:40.947;747;I;19;1;  81;5;;0000000002
22_08_10 20:05:40.947;748;I;19;1;  82;5;;0000000002
22_08_10 20:05:40.947;749;I;19;1;  83;5;;0000000002
22_08_10 20:05:40.947;750;I;19;1;  84;5;;0000000002
22_08_10 20:05:40.947;751;I;19;1;  85;5;;0000000002
22_08_10 20:05:40.947;752;I;6;1;   F;5;;0000000002
22_08_10 20:05:40.947;753;I;6;1;  10;5;;0000000002
22_08_10 20:05:40.947;754;I;6;1;  11;5;;0000000002
22_08_10 20:05:42.183;743;O;1;19; A41;0;ERR;
22_08_10 20:05:48.314;756;O;1;19; A41;0;ERR;
22_08_10 20:05:51.270;759;I;19;1;  90;9;;6e00000000000000b0
22_08_10 20:05:51.284;760;I;19;1;  80;5;;1300000002
22_08_10 20:05:51.284;761;I;19;1;  81;5;;0000000002
22_08_10 20:05:51.284;762;I;19;1;  82;5;;0000000002
22_08_10 20:05:51.284;763;I;19;1;  83;5;;0000000002
22_08_10 20:05:51.284;764;I;19;1;  84;5;;0000000002
22_08_10 20:05:51.284;765;I;19;1;  85;5;;0000000002
22_08_10 20:05:51.284;766;I;6;1;   F;5;;0000000002
22_08_10 20:05:51.284;767;I;6;1;  10;5;;0000000002
22_08_10 20:05:51.284;768;I;6;1;  11;5;;0000000002
22_08_10 20:05:53.292;0;O;1;4;  41;0;ERR;
22_08_10 20:05:57.424;770;O;1;4;  41;0;ERR;
22_08_10 20:05:59.156;773;I;4;1;DE24;0;;
22_08_10 20:06:00.640;0;O;1;4;  6F;0;ERR;
22_08_10 20:06:02.321;776;I;4;1;DE24;0;;
22_08_10 20:06:03.805;0;O;1;2;4212;4;ERR;00000000
22_08_10 20:06:05.553;779;I;2;1; 118;2;;1242
22_08_10 20:06:07.524;627;O;1;4;  31;0;ERR;
22_08_10 20:06:10.673;781;O;1;4;  31;0;ERR;
22_08_10 20:06:12.413;784;I;4;1;DE24;0;;
22_08_10 20:06:13.231;0;O;1;4;  34;0;ERR;
22_08_10 20:06:14.991;787;I;4;1;DE24;0;;
22_08_10 20:06:16.385;611;O;1;4;  2A;0;ERR;
22_08_10 20:06:19.976;789;O;1;4;  2A;0;ERR;
22_08_10 20:06:22.918;792;I;4;1;DE21;46;;7700b801a20130003d01270107ff00003400000000004400b5ffb5ff57003c200400881e6a0902003b02975a4c0c
22_08_10 21:37:54.962;0;O;1;2;FFE0;0;ERR;
22_08_10 21:37:57.221;0;O;1;2;FFE0;0;ERR;
22_08_10 21:39:54.549;791;O;1;4;  2A;0;ERR;
22_08_10 21:39:57.478;982;I;4;1;DE21;46;;8703e80491062303a6040000d2ff00002f0000000000890164017001890130200000b81e5c1f0200fa17975a4c0c
22_08_10 21:40:24.173;0;O;1;2;  40;111;ERR;0800d525f4624000010004000000d625f462750001000400040001003601dc25f4629e0001001900010003dd25f462630a0100190002006400de25f4620ff00100190006002c0119000500df25f462a800010019000000e125f462400a010019000000e325f462400a010019000000
22_08_10 21:40:27.123;985;I;2;1; 118;2;;30f0
22_08_10 21:40:28.298;986;I;2;1;4216;66;;2f0280033b05ac0125030302e7ff00001f0000000000030003000300040030200000bc1e6c1f0200b925f4624c0c0d0bff7d2003ca0eba25f462d01e02001e00dc1e
22_08_10 21:40:39.285;987;I;4;1;DE24;0;;
22_08_10 21:40:40.285;988;I;4;1;DE24;0;;
22_08_10 21:40:43.672;989;I;2;1;4216;66;;6a00bb00140326006300a002e3ff05001c0000000000040003000300040030300400b81e8a1f0200d725f4624c0c0d0bff812004ca0ed825f462ee1e02001e00d41e
22_08_10 21:40:46.300;990;I;19;1; 118;2;;9e00
22_08_10 21:40:47.284;991;I;19;1; 118;2;;630a
22_08_10 21:40:48.283;992;I;19;1; 118;2;;0ff0
22_08_10 21:40:49.284;993;I;19;1; 118;2;;a800
22_08_10 21:40:52.466;994;I;9;1; B10;6;;20d56ac0fe42
22_08_10 21:40:52.466;995;I;9;1; B11;6;;2ed583bffe42
22_08_10 21:40:52.466;996;I;9;1; B12;6;;03c75040fe42
22_08_10 21:40:52.466;997;I;9;1; B13;6;;3b559a46fe42
22_08_10 21:40:52.466;998;I;9;1; B14;6;;409792c6fe42
22_08_10 21:40:52.466;999;I;9;1; B15;6;;8cef0cc70442
22_08_10 21:40:52.466;1000;I;9;1; B13;6;;c65946460101
22_08_10 21:40:52.466;1001;I;9;1; B14;6;;438b82c60101
22_08_10 21:40:52.466;1002;I;9;1; B15;6;;72940bc70101
22_08_10 21:40:52.466;1003;I;6;1;   F;5;;0000010172
22_08_10 21:40:52.466;1004;I;6;1;  10;5;;0000010172
22_08_10 21:40:52.466;1005;I;6;1;  11;5;;0000010172
22_08_10 21:40:54.431;1006;I;9;1; B10;6;;027c71c0ff56
22_08_10 21:40:54.431;1007;I;9;1; B11;6;;49f633bfff56
22_08_10 21:40:54.431;1008;I;9;1; B12;6;;d70e4f40ff56
22_08_10 21:40:54.431;1009;I;9;1; B13;6;;51db7746ff56
22_08_10 21:40:54.431;1010;I;9;1; B14;6;;369a6cc6ff56
22_08_10 21:40:54.431;1011;I;9;1; B15;6;;b29a13c70456
22_08_10 21:40:54.431;1012;I;9;1; B13;6;;a2c817460101
22_08_10 21:40:54.431;1013;I;9;1; B14;6;;82b049c60101
22_08_10 21:40:54.431;1014;I;9;1; B15;6;;521012c70101
22_08_10 21:40:54.431;1015;I;6;1;   F;5;;0000010152
22_08_10 21:40:54.431;1016;I;6;1;  10;5;;c6ff010152
22_08_10 21:40:54.431;1017;I;6;1;  11;5;;0000010152
22_08_10 21:40:59.604;726;O;1;19; A40;0;ERR;
22_08_10 21:41:04.371;1019;O;1;19; A40;0;ERR;
22_08_10 21:41:07.261;1022;I;9;1; B10;6;;20eb68c0fe56
22_08_10 21:41:07.277;1023;I;9;1; B11;6;;d2a4bf3ffe56
22_08_10 21:41:07.277;1024;I;9;1; B12;6;;03bc5140fe56
22_08_10 21:41:07.277;1025;I;9;1; B13;6;;2a63b646fe56
22_08_10 21:41:07.277;1026;I;9;1; B14;6;;f78d6746fe56
22_08_10 21:41:07.277;1027;I;9;1; B15;6;;8373f0c60456
22_08_10 21:41:07.277;1028;I;9;1; B13;6;;125c81460101
22_08_10 21:41:07.277;1029;I;9;1; B14;6;;054162460101
22_08_10 21:41:07.277;1030;I;9;1; B15;6;;cb3defc60101
22_08_10 21:41:07.277;1031;I;6;1;   F;5;;00000101ca
22_08_10 21:41:07.277;1032;I;6;1;  10;5;;00000101ca
22_08_10 21:41:07.277;1033;I;6;1;  11;5;;00000101ca
22_08_10 21:41:08.085;1021;O;1;19; A40;0;ERR;
22_08_10 21:41:12.318;1035;O;1;19; A40;0;ERR;
22_08_10 21:41:14.628;1037;O;1;19; A40;0;ERR;
22_08_10 21:41:18.399;1039;O;1;19; A40;0;ERR;
22_08_10 21:41:22.732;1041;O;1;19; A40;0;ERR;
22_08_10 21:41:26.478;1043;O;1;19; A40;0;ERR;
22_08_10 21:41:29.370;1046;I;9;1; B10;6;;fb8b2cbffe33
22_08_10 21:41:29.382;1047;I;9;1; B11;6;;085e6540fe33
22_08_10 21:41:29.382;1048;I;9;1; B12;6;;0b124340fe33
22_08_10 21:41:29.382;1049;I;9;1; B13;6;;48af2647fe33
22_08_10 21:41:29.382;1050;I;9;1; B14;6;;f6fe93c6fe33
22_08_10 21:41:29.383;1051;I;9;1; B15;6;;264ca8460433
22_08_10 21:41:29.383;1052;I;9;1; B13;6;;2c0c0b470101
22_08_10 21:41:29.383;1053;I;9;1; B14;6;;6afc8bc60101
22_08_10 21:41:29.383;1054;I;9;1; B15;6;;4328aa460101
22_08_10 21:41:29.383;1055;I;6;1;   F;5;;0000010142
22_08_10 21:41:29.383;1056;I;6;1;  10;5;;b300010142
22_08_10 21:41:29.383;1057;I;6;1;  11;5;;b9ff010142
22_08_10 21:41:30.799;1045;O;1;19; A40;0;ERR;
22_08_10 21:41:33.693;1060;I;9;1; B10;6;;e3e693bbff5e
22_08_10 21:41:33.700;1061;I;9;1; B11;6;;37fb6240ff5e
22_08_10 21:41:33.700;1062;I;9;1; B12;6;;6e083640ff5e
22_08_10 21:41:33.700;1063;I;9;1; B13;6;;a881f546ff5e
22_08_10 21:41:33.700;1064;I;9;1; B14;6;;e95ccbc6ff5e
22_08_10 21:41:33.700;1065;I;9;1; B15;6;;73f0f146045e
22_08_10 21:41:33.700;1066;I;9;1; B13;6;;2b8fc3460101
22_08_10 21:41:33.700;1067;I;9;1; B14;6;;6f46c1c60101
22_08_10 21:41:33.700;1068;I;9;1; B15;6;;0d12ee460101
22_08_10 21:41:33.700;1069;I;6;1;   F;5;;000001010e
22_08_10 21:41:33.700;1070;I;6;1;  10;5;;000001010e
22_08_10 21:41:33.700;1071;I;6;1;  11;5;;b9ff01010e
22_08_10 21:41:34.510;1059;O;1;19; A40;0;ERR;
22_08_10 21:41:37.385;1074;I;9;1; B10;6;;dc91013fff03
22_08_10 21:41:37.398;1075;I;9;1; B11;6;;c9f05a40ff03
22_08_10 21:41:37.398;1076;I;9;1; B12;6;;d3423340ff03
22_08_10 21:41:37.398;1077;I;9;1; B13;6;;37919a46ff03
22_08_10 21:41:37.398;1078;I;9;1; B14;6;;1eaed8c6ff03
22_08_10 21:41:37.398;1079;I;9;1; B15;6;;2f320e470403
22_08_10 21:41:37.398;1080;I;9;1; B13;6;;c08f57460101
22_08_10 21:41:37.398;1081;I;9;1; B14;6;;d356d0c60101
22_08_10 21:41:37.398;1082;I;9;1; B15;6;;439b0c470101
22_08_10 21:41:37.398;1083;I;6;1;   F;5;;0800010142
22_08_10 21:41:37.399;1084;I;6;1;  10;5;;0000010142
22_08_10 21:41:37.399;1085;I;6;1;  11;5;;0000010142
22_08_10 21:41:38.114;1073;O;1;19; A40;0;ERR;
22_08_10 21:41:42.593;1087;O;1;19; A40;0;ERR;
22_08_10 21:41:44.628;1089;O;1;19; A40;0;ERR;
22_08_10 21:41:48.366;1091;O;1;19; A40;0;ERR;
22_08_10 21:41:51.268;1094;I;9;1; B10;6;;bf5f0340ff0e
22_08_10 21:41:51.280;1095;I;9;1; B11;6;;2c821540ff0e
22_08_10 21:41:51.280;1096;I;9;1; B12;6;;de762240ff0e
22_08_10 21:41:51.280;1097;I;9;1; B13;6;;7ce578c6ff0e
22_08_10 21:41:51.280;1098;I;9;1; B14;6;;542a20c5ff0e
22_08_10 21:41:51.280;1099;I;9;1; B15;6;;06de1247040e
22_08_10 21:41:51.280;1100;I;9;1; B13;6;;a800a1c60101
22_08_10 21:41:51.280;1101;I;9;1; B14;6;;fe5d28c50101
22_08_10 21:41:51.281;1102;I;9;1; B15;6;;bf5512470101
22_08_10 21:41:51.281;1103;I;6;1;   F;5;;00000101be
22_08_10 21:41:51.281;1104;I;6;1;  10;5;;00000101be
22_08_10 21:41:51.281;1105;I;6;1;  11;5;;00000101be
22_08_10 21:41:52.104;1093;O;1;19; A40;0;ERR;
22_08_10 21:41:54.994;1108;I;9;1; B10;6;;457f1240fe33
22_08_10 21:41:55.006;1109;I;9;1; B11;6;;eb89f43ffe33
22_08_10 21:41:55.006;1110;I;9;1; B12;6;;77561e40fe33
22_08_10 21:41:55.006;1111;I;9;1; B13;6;;34528ec6fe33
22_08_10 21:41:55.006;1112;I;9;1; B14;6;;69380b46fe33
22_08_10 21:41:55.006;1113;I;9;1; B15;6;;c73d01470433
22_08_10 21:41:55.007;1114;I;9;1; B13;6;;ca57b4c60101
22_08_10 21:41:55.007;1115;I;9;1; B14;6;;9de5f9450101
22_08_10 21:41:55.007;1116;I;9;1; B15;6;;3f92fe460101
22_08_10 21:41:55.007;1117;I;6;1;   F;5;;000001013e
22_08_10 21:41:55.007;1118;I;6;1;  10;5;;d4ff01013e
22_08_10 21:41:55.007;1119;I;6;1;  11;5;;010001013e
22_08_10 21:42:01.995;1107;O;1;19; A40;0;ERR;
22_08_10 21:42:04.864;1122;I;9;1; B10;6;;efab3140ff15
22_08_10 21:42:04.878;1123;I;9;1; B11;6;;a4aa3e3fff15
22_08_10 21:42:04.878;1124;I;9;1; B12;6;;34140f40ff15
22_08_10 21:42:04.878;1125;I;9;1; B13;6;;38ad0bc6ff15
22_08_10 21:42:04.878;1126;I;9;1; B14;6;;cf1df446ff15
22_08_10 21:42:04.878;1127;I;9;1; B15;6;;283045460415
22_08_10 21:42:04.878;1128;I;9;1; B13;6;;975166c60101
22_08_10 21:42:04.878;1129;I;9;1; B14;6;;2593ea460101
22_08_10 21:42:04.879;1130;I;9;1; B15;6;;e6543f460101
22_08_10 21:42:04.879;1131;I;6;1;   F;5;;00000101e6
22_08_10 21:42:04.879;1132;I;6;1;  10;5;;d1ff0101e6
22_08_10 21:42:04.879;1133;I;6;1;  11;5;;34000101e6
22_08_10 21:42:06.043;1121;O;1;19; A40;0;ERR;
22_08_10 21:42:10.252;1135;O;1;19; A40;0;ERR;
22_08_10 21:42:14.981;1138;I;2;1;4216;66;;0b0033000b0001000d000000aefee6003400000000000400030003000400303004009c1ee41f02003126f4624c0c140e66652002ca0e3226f462481f02003300801e
22_08_10 21:42:16.408;1137;O;1;19; A40;0;ERR;
22_08_10 21:42:19.315;1141;I;9;1; B10;6;;38c92140fe26
22_08_10 21:42:19.328;1142;I;9;1; B11;6;;f2b474bffe26
22_08_10 21:42:19.328;1143;I;9;1; B12;6;;1c6e1440fe26
22_08_10 21:42:19.328;1144;I;9;1; B13;6;;00114946fe26
22_08_10 21:42:19.328;1145;I;9;1; B14;6;;41bcc746fe26
22_08_10 21:42:19.328;1146;I;9;1; B15;6;;7307acc60426
22_08_10 21:42:19.328;1147;I;9;1; B13;6;;3cded3450101
22_08_10 21:42:19.328;1148;I;9;1; B14;6;;c331c3460101
22_08_10 21:42:19.328;1149;I;9;1; B15;6;;958faec60101
22_08_10 21:42:19.328;1150;I;6;1;   F;5;;0000010196
22_08_10 21:42:19.328;1151;I;6;1;  10;5;;0000010196
22_08_10 21:42:19.328;1152;I;6;1;  11;5;;4500010196
22_08_10 21:42:20.520;1140;O;1;19; A40;0;ERR;
22_08_10 21:42:25.416;1154;O;1;19; A40;0;ERR;
22_08_10 21:43:21.435;0;O;1;2;4202;0;ERR;
22_08_10 21:43:21.689;1159;I;1;2;4202;0;;
22_08_10 21:43:26.157;1159;O;1;2;4202;0;ERR;
22_08_10 21:43:26.473;1162;I;1;2;4202;0;;
22_08_10 21:43:27.554;1162;O;1;2;4202;0;ERR;
22_08_10 21:43:27.895;1165;I;1;2;4202;0;;
22_08_10 21:43:33.122;1165;O;1;2;4202;0;ERR;
22_08_10 21:43:33.432;1168;I;1;2;4202;0;;
22_08_10 21:43:51.821;1168;O;1;2;4202;0;ERR;
22_08_10 21:43:55.244;1170;O;1;2;4202;0;ERR;
22_08_10 21:44:00.657;1172;O;1;2;4202;0;ERR;
22_08_10 21:44:05.161;1174;O;1;2;4202;0;ERR;
22_08_10 21:44:08.742;1176;O;1;2;4202;0;ERR;
22_08_10 23:06:23.157;1179;I;F;1;4216;66;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000504019123193b1e8e6c8c3988e0000016002020
22_08_10 23:06:23.175;1180;I;F;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:06:26.002;1181;I;E;1;9C42;84;;6004800d3c3842380000343833380000f9052a00ef39f462030000000000000030c0d027a5f36d3fed82073f6f7cf248a06cf04571675940f623e1c06825f4622b21f409012a8540333639400000000000000000
22_08_10 23:06:26.002;1182;I;E;1;A7B1;48;;0080008000800080bdff30007c00eaffecfff1ffc5ff3200780000806fff23001e01b7ffbbffbbffbcffb6ffb6ffbaff
22_08_10 23:06:26.545;1183;I;E;1;A7B2;80;;008000800080008000800080c80f1440d00fd81fcc1fb81fbc1fb81f0e201a200a000100242a00000080008000800080008000800000880100008c0232003701c700bf00f10032000000000044000000
22_08_10 23:06:26.545;1184;I;E;1;A0B1;24;;cecccc3f9999993f3d0ab7bf000000000000000000000000
22_08_10 23:06:33.835;1185;I;D;1;9C42;84;;6800800e3d3800004338353835380000f9058e00f739f462000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:06:34.369;1186;I;D;1;A7B1;48;;4b004b0055006400bdff2c007e00e9ffecfff1ffc4ff30007900008074ff1c001e01b5ffbaffb9ffbaffb5ffb5ffb7ff
22_08_10 23:06:34.369;1187;I;D;1;A7B2;80;;7413e01fe40c0a0021002100c80f1040d40fdc1fd01fb81fbc1fc01f11201e20090002002c2a00000300040074000000000000000000770100006e025e003701d000c500f20031000000000072000000
22_08_10 23:06:34.898;1188;I;D;1;A0B1;24;;000000000000000000000000000000000000000000000000
22_08_10 23:07:05.940;1189;I;4;1;A0B1;24;;ae578ac41e85c142f628dcbf33d34ac4cdcc53c3cd4c72c4
22_08_10 23:07:37.711;1190;I;3;1;9C42;84;;6800800e4338000049383b383b380000fe052300373af462000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:07:38.224;1191;I;3;1;A7B1;48;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:07:38.224;1192;I;3;1;A7B2;80;;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:07:38.773;1193;I;3;1;A0B1;24;;000000000000000000000000000000000000000000000000
22_08_10 23:08:38.532;1194;I;3;1;9C42;84;;6800800e493800004f38413841380000fe052300743af462000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:08:39.078;1195;I;3;1;A7B1;48;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:08:39.078;1196;I;3;1;A7B2;80;;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:08:39.606;1197;I;3;1;A0B1;24;;000000000000000000000000000000000000000000000000
22_08_10 23:09:03.832;1198;I;2;1;9C42;17;;a00005000f8d3af4620000000000000000
22_08_10 23:09:06.643;1199;I;4;1;9C42;84;;6004800d4c3852380000443844380000f9057200903af462030000000000000030c0d027164a27be36a2853ebd79f248aa7df0450c8f554085f5b9414829f4620febdf0dc6050c40605cc33f0000000000000000
22_08_10 23:09:07.166;1200;I;4;1;A7B1;48;;5f005a0069006e004d001700930059004b0050003f002600a8004500da00c7ff83002600deffddffe0ffd9ffd7ffd8ff
22_08_10 23:09:07.166;1201;I;4;1;A7B2;80;;0080741ff00c0500040006009c0fb440900f701f6c1f501f581f5c1f871f931f020002007c3e000000800400250001000100010000007201000074028d004201c600c300fb0035000000000065000000
22_08_10 23:09:07.698;1202;I;4;1;A0B1;24;;704db0c471ddab43cecc1cc066e639c4335398c400f084c4
22_08_10 23:09:29.872;1203;I;E;1;9C42;84;;e204800d4e3855380000463845380000f9052a00a83af462030000000000000030c0d027a5f36d3fed82073f6f7cf248a06cf04571675940f623e1c06825f4622b21f409012a8540333639400000000000000000
22_08_10 23:09:30.945;1204;I;E;1;A0B1;24;;cecccc3f9999993f2085ebbe000000000000000000000000
22_08_10 23:09:36.806;1205;I;D;1;9C42;84;;6800800e4f3800005538473847380000f9058e00af3af462000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22_08_10 23:09:37.339;1206;I;D;1;A7B1;48;;500050005a006e000300f0ff4c001700f1fff6fffefff8ff690000800600cdff1e007d00acffa8ffa9ff9dff99ff99ff
