Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
22_08_17 03:02:24.112;6;I;2;1;4216;66;;0c15ab14b11503000200a800430000001e0000000000f9fff9fff9fff9ff01200000cc1e1af800001b5afc6251040302ff7d2007d80e1c5afc62daf700001e00f41e
